timestamp,id,num,d0,d1,d2,d3,d4,d5,d6,d7
22.319329466,329,8,ed,93,80,90,0a,20,00,14
22.320196307,4F0,8,80,00,00,00,00,c5,bc,14
22.321040481,220,8,ff,03,ed,03,a1,01,c1,0f
22.321884229,350,8,14,13,13,83,88,00,00,1f
22.322918279,545,8,dc,12,00,88,94,00,97,00
22.323851832,4D0,8,00,ff,fa,00,00,00,00,00
22.324707981,1F1,8,00,00,00,00,00,00,00,00
22.325553866,316,8,45,19,a0,0c,19,10,00,00
22.326403601,429,8,52,02,00,00,00,00,2d,03
22.327244782,545,8,dc,12,00,89,96,00,97,00
22.328083825,153,8,00,80,10,ff,00,ff,00,00
22.328924151,0A0,8,3f,66,b8,0c,00,ad,00,00
22.32976405,440,8,ff,a0,00,00,ff,b4,0b,00
22.330619771,4B1,8,00,00,00,00,00,00,00,00
22.331460097,2B0,5,c4,ff,00,07,a5,00,00,00
22.332301706,18F,8,fe,3a,19,00,00,50,00,00
22.333141177,545,8,e4,12,00,88,97,00,98,00
22.333981075,4F0,8,80,00,00,00,00,c5,bc,14
22.33484535,2B0,5,c4,ff,00,07,96,00,98,00
22.33574854,260,8,16,19,00,30,00,64,00,00
22.336619229,440,8,ff,00,00,00,ff,c0,0b,00
22.337467252,4B1,8,00,00,00,00,00,00,00,00
22.338322546,2B0,5,c4,ff,00,07,87,00,00,00
22.339451962,329,8,0c,93,80,90,0a,20,00,14
22.340347454,4F0,8,80,00,00,00,00,c5,bc,14
22.341191201,2B0,5,c4,ff,00,07,78,20,00,14
22.3420311,350,8,14,13,73,83,88,00,00,7f
22.342866294,545,8,e4,12,00,89,95,00,94,00
22.343702771,440,8,ff,a0,00,00,ff,bc,0b,00
22.567220954,430,8,00,00,00,00,00,00,00,00
22.57042745,350,8,14,13,83,83,88,00,00,8f
22.573268735,370,8,ff,20,00,00,ff,00,00,6c
22.574656449,4F0,8,80,00,00,00,00,c5,bc,14
22.575944949,690,8,40,00,01,00,00,00,00,00
22.577170585,316,8,45,19,a6,0c,19,10,00,00
22.578401353,43F,8,00,40,60,ff,54,bc,0b,00
22.579490142,440,8,ff,00,00,00,ff,c0,0b,00
22.580470736,220,8,f9,03,f2,03,a1,01,c1,0f
22.58139873,0A1,8,80,80,80,80,65,6c,0a,00
22.582325868,59B,8,00,00,00,00,00,00,00,00
22.583250441,220,8,f9,03,f2,03,a1,01,c1,0f
22.584170737,2B0,5,c4,ff,00,07,3c,00,00,00
22.58508975,260,8,16,18,00,30,00,65,00,00
22.586010046,440,8,ff,a0,00,00,ff,bc,0b,00
22.586929059,2B0,5,c4,ff,00,07,2d,65,00,00
22.587840374,153,8,00,80,10,ff,00,ff,00,00
22.588891103,18F,8,fe,3a,18,00,00,50,00,00
22.590017097,545,8,e4,12,00,88,8e,00,8f,00
22.590978875,220,8,fc,03,f4,03,a1,01,c1,0f
22.591906013,2B0,5,c4,ff,00,07,1e,c5,bc,14
22.592833151,329,8,84,93,80,90,0a,20,00,14
22.593756013,440,8,ff,00,00,00,ff,c0,0b,00
22.594684007,2B0,5,c4,ff,00,07,0f,20,00,14
22.595609862,350,8,14,13,e3,83,88,00,00,ef
22.596532297,329,8,84,93,80,90,0a,20,00,14
22.597526576,545,8,e4,11,00,89,8a,00,89,00
22.598532829,220,8,ff,03,ea,03,a1,01,c1,0f
22.599559181,316,8,45,18,b8,0c,18,10,00,00
22.600564579,370,8,ff,20,00,00,ff,00,00,a8
22.601584089,220,8,ff,03,ea,03,a1,01,c1,0f
22.602589487,2B0,5,c4,ff,00,07,e1,00,00,a8
22.60348669,0A1,8,80,80,80,80,65,ef,0b,00
22.604595578,430,8,00,00,00,00,00,00,00,00
22.605622358,545,8,e4,11,00,89,88,00,8c,00
22.606765886,2B0,5,c4,ff,00,07,d2,01,da,0f
22.607761875,0A0,8,3d,66,a2,0c,00,ad,00,00
22.608794643,440,8,ff,00,00,00,ff,c8,0b,00
22.609794909,220,8,f9,03,f2,03,a1,01,c7,0f
22.61083409,2B0,5,c4,ff,00,07,c3,c8,0b,00
22.611860871,260,8,16,18,00,30,00,65,00,00
22.612855577,4D0,8,00,ff,fa,00,00,00,00,00
22.61382548,690,8,40,00,01,00,00,00,00,00
22.61485782,220,8,ff,03,e5,03,a4,01,c1,0f
22.615852954,545,8,e4,11,00,88,8b,00,90,00
22.616850654,440,8,ff,a0,00,00,ff,c8,0b,00
22.617847071,220,8,ff,03,f1,03,a1,01,c1,0f
22.618845199,2B0,5,c4,ff,00,07,a5,c8,0b,00
22.619868986,429,8,52,02,00,00,00,00,2d,03
22.620830763,4F0,8,80,00,00,00,00,c5,bc,14
22.621956758,59B,8,00,00,00,00,00,00,00,c4
22.622968142,350,8,14,13,53,83,88,00,00,5f
22.623847812,370,8,ff,20,00,00,ff,00,00,20
22.624695408,440,8,ff,00,00,00,ff,c4,0b,00
22.625540866,220,8,f9,03,e9,03,a1,01,c1,0f
22.626384613,0A0,8,3e,66,a2,0c,00,ad,00,00
22.627227077,43F,8,00,40,60,ff,54,c4,0b,00
22.628080661,1F1,8,00,00,00,00,00,00,00,00
22.628946218,4F0,8,80,00,00,00,00,c5,bc,14
22.629792959,18F,8,fe,3a,19,00,00,50,00,00
22.630635423,440,8,ff,a0,00,00,ff,bc,0b,00
22.631478742,153,8,00,80,10,ff,00,ff,00,00
22.632314792,2B0,5,c4,ff,00,07,69,01,c1,0f
22.633155546,260,8,17,19,00,30,00,64,00,00
22.633996727,440,8,ff,f0,00,00,ff,c0,0b,00
22.634881528,1F1,8,00,00,00,00,00,00,00,00
22.635802252,2B0,5,c4,ff,00,07,5a,c0,0b,00
22.636686198,0A1,8,80,80,80,80,65,42,0a,00
22.637533794,545,8,e4,12,00,89,94,00,99,00
22.638380107,2B0,5,c4,ff,00,07,4b,42,0a,00
22.639480015,220,8,ff,03,e4,03,a1,01,c1,0f
22.640418272,428,8,05,00,00,80,65,08,02,00
22.641268007,4F0,8,80,00,00,00,00,c5,bc,14
22.642116458,1F1,8,00,00,00,00,00,00,00,00
22.642962343,350,8,14,13,b3,83,88,00,00,bf
22.643810367,545,8,e4,12,00,88,98,00,9b,00
22.644652404,440,8,ff,a0,00,00,ff,b8,0b,00
22.645493585,2B0,5,c4,ff,00,07,2d,00,9b,00
22.64633776,220,8,fa,03,f5,03,a1,01,d4,0f
22.647179369,429,8,52,02,00,00,00,00,2d,03
22.648046209,690,8,40,00,01,00,00,00,00,00
22.648950255,4D0,8,00,ff,fa,00,00,00,00,00
22.649808114,316,8,45,19,9e,0c,19,10,00,00
22.650679659,440,8,ff,00,00,00,ff,c0,0b,00
22.651544788,220,8,f9,03,ed,03,a1,01,c7,0f
22.652453965,2B0,5,c4,ff,00,07,0f,c0,0b,00
22.653325082,18F,8,fe,3a,19,00,00,50,00,00
22.654181231,545,8,e4,12,00,88,97,00,98,00
22.655073302,4F0,8,80,00,00,00,00,c5,bc,14
22.65624591,2B0,5,c4,ff,00,07,f0,00,00,00
22.657173476,2A0,8,00,00,6b,00,00,00,00,00
22.658027487,440,8,ff,a0,00,00,ff,b4,0b,00
22.658875511,220,8,ff,03,f2,03,a1,01,c7,0f
22.659720968,2B0,5,c4,ff,00,07,e1,b4,0b,00
22.660563005,329,8,40,93,80,90,0a,20,00,14
22.661462346,545,8,dc,12,00,89,97,00,98,00
22.662318495,4F0,8,80,00,00,00,00,c5,bc,14
22.663163098,430,8,00,00,00,00,00,00,00,00
22.664009839,329,8,84,93,80,90,0a,20,00,14
22.664855297,440,8,ff,00,00,00,ff,c8,0b,00
22.665706742,220,8,ff,03,e7,03,a1,01,c1,0f
22.666566739,350,8,14,13,23,83,88,00,00,2f
22.667407493,43F,8,00,40,60,ff,54,c0,0b,00
22.668271767,4F0,8,80,00,00,00,00,c5,bc,14
22.669183083,2B0,5,c4,ff,00,07,b4,c0,0b,00
22.670046929,220,8,ff,03,f4,03,a1,01,c1,0f
22.670890249,43F,8,00,40,60,ff,54,bc,0b,00
22.671734852,545,8,e4,12,00,89,96,00,92,00
22.672734262,220,8,f7,03,ed,03,a4,01,c1,0f
22.673631038,0A1,8,80,80,80,80,65,54,0a,00
22.674482055,440,8,ff,f0,00,00,ff,b8,0b,00
22.675331362,4F0,8,80,00,00,00,00,c5,bc,14
22.676172543,2B0,5,c4,ff,00,07,96,b8,0b,00
22.677013297,0A1,8,80,80,80,80,65,fc,0a,00
22.677855333,4D0,8,00,ff,fa,00,00,00,00,00
22.67871918,545,8,e4,12,00,89,91,00,8d,00
22.679562072,350,8,14,13,63,83,88,00,00,6f
22.680404964,260,8,16,18,00,30,00,65,00,00
22.681250422,4F0,8,80,00,00,00,00,c5,bc,14
22.682217331,690,8,40,00,01,00,00,00,00,00
22.683072625,350,8,14,13,73,83,88,00,00,7f
22.683919366,153,8,00,80,10,ff,00,ff,00,00
22.684783212,1F1,8,00,00,00,00,00,00,00,00
22.685705647,2B0,5,c4,ff,00,07,69,ff,00,00
22.686661865,220,8,fa,03,ec,03,a1,01,c1,0f
22.687512027,545,8,dc,11,00,89,8b,00,87,00
22.688357913,4F0,8,80,00,00,00,00,c5,bc,14
22.689471505,220,8,ff,03,e4,03,a1,01,c1,0f
22.690377261,350,8,14,13,93,83,88,00,00,9f
22.691235976,370,8,ff,20,00,00,ff,00,00,20
22.692098967,1F1,8,00,00,00,00,00,00,00,00
22.692940576,2B0,5,c4,ff,00,07,4b,00,00,20
22.91053756,316,8,45,18,c0,0c,18,10,00,00
22.913744484,440,8,ff,50,00,00,ff,d0,0b,00
22.916330037,545,8,e4,12,00,89,86,00,84,00
22.917804563,220,8,fd,03,f4,03,a1,01,cd,0f
22.919042601,18F,8,fe,3a,18,00,00,50,00,00
22.920171589,440,8,ff,a0,00,00,ff,c4,0b,00
22.921226593,1F1,8,00,00,00,00,00,00,00,00
22.922177252,2B0,5,c4,ff,00,07,2d,c4,0b,00
22.923186927,220,8,fc,03,ea,03,a1,01,c7,0f
22.924133737,4F0,8,80,00,00,00,00,c5,bc,14
22.925061303,153,8,00,80,10,ff,00,ff,00,00
22.925985875,350,8,14,13,d3,83,88,00,00,df
22.926905316,2A0,8,00,00,6b,00,00,00,00,00
22.927838014,440,8,ff,00,00,00,ff,d0,0b,00
22.928760876,1F1,8,00,00,00,00,00,00,00,00
22.92967775,350,8,14,13,e3,83,88,00,00,ef
22.930642522,153,8,00,80,10,ff,00,ff,00,00
22.931581207,4F0,8,80,00,00,00,00,c5,bc,14
22.932507917,2B0,5,c4,ff,00,07,f0,ff,00,00
22.933429069,350,8,14,13,f3,83,88,00,00,ff
22.934351503,43F,8,00,40,60,ff,54,cc,0b,00
22.935271799,440,8,ff,a0,00,00,ff,cc,0b,00
22.936177127,1F1,8,00,00,00,00,00,00,00,00
22.937234698,0A0,8,3d,66,b2,0c,00,ad,00,00
22.938222562,153,8,00,80,10,ff,00,ff,00,00
22.939391321,690,8,40,00,01,00,00,00,00,00
22.940470274,2B0,5,c4,ff,00,07,d2,ff,00,00
22.941481659,316,8,45,18,a6,0c,18,10,00,00
22.942506301,545,8,e4,11,00,88,8a,00,91,00
22.94350229,153,8,00,80,10,ff,00,ff,00,00
22.944499991,1F1,8,00,00,00,00,00,00,00,00
22.945494697,260,8,16,18,00,30,00,65,00,00
22.946485983,59B,8,00,00,00,00,00,00,00,00
22.947496512,4F0,8,80,00,00,00,00,c5,bc,14
22.94849635,350,8,14,13,33,83,88,00,00,3f
22.949490202,18F,8,fe,3a,19,00,00,50,00,00
22.950481915,545,8,e4,12,00,89,90,00,93,00
22.95147876,153,8,00,80,10,ff,00,ff,00,00
22.952474321,4B1,8,00,00,00,00,00,00,00,00
22.953436527,428,8,05,00,00,80,65,08,02,00
22.95456081,440,8,ff,f0,00,00,ff,cc,0b,00
22.955581176,220,8,fd,03,e7,03,a1,01,c7,0f
22.956738388,350,8,14,13,53,83,88,00,00,5f
22.957747207,153,8,00,80,10,ff,00,ff,00,00
22.958743197,440,8,ff,00,00,00,ff,d0,0b,00
22.959736193,2B0,5,c4,ff,00,07,87,ff,00,00
22.960730044,4D0,8,00,ff,fa,00,00,00,00,00
22.96174485,370,8,ff,20,00,00,ff,00,00,e4
22.962775051,4F0,8,80,00,00,00,00,c5,bc,14
22.963775317,220,8,f9,03,e9,03,a1,01,c1,0f
22.964771307,0A0,8,3f,66,b2,0c,00,ad,00,00
22.965766869,153,8,00,80,10,ff,00,ff,00,00
22.966764996,220,8,f9,03,e9,03,a1,01,c1,0f
22.967760558,2B0,5,c4,ff,00,07,69,ff,00,00
22.968755265,0A1,8,80,80,80,80,65,bf,0b,00
22.969755103,4D0,8,00,ff,fa,00,00,00,00,00
22.970708756,545,8,dc,12,00,88,98,00,99,00
22.971830901,2B0,5,c4,ff,00,07,5a,01,c1,0f
22.972979988,260,8,16,19,00,30,00,64,00,00
22.973978116,153,8,00,80,10,ff,00,ff,00,00
22.974834693,220,8,fd,03,f2,03,a1,01,c1,0f
22.975689986,350,8,14,13,a3,83,88,00,00,af
22.976544852,260,8,16,19,00,30,00,64,00,00
22.977395014,1F1,8,00,00,00,00,00,00,00,00
22.978283237,690,8,40,00,01,00,00,00,00,00
22.979140241,350,8,14,13,b3,83,88,00,00,bf
22.979991258,545,8,dc,12,00,89,96,00,95,00
22.980840565,440,8,ff,a0,00,00,ff,c0,0b,00
22.981688589,220,8,fc,03,e9,03,a1,01,c1,0f
22.982534902,350,8,14,13,c3,83,88,00,00,cf
22.98338036,370,8,ff,20,00,00,ff,00,00,6c
22.984230522,59B,8,00,00,00,00,00,00,00,c4
22.985066999,2B0,5,c4,ff,00,07,1e,00,00,6c
22.985982163,316,8,45,19,a0,0c,19,10,00,00
22.986863116,440,8,ff,00,00,00,ff,b8,0b,00
22.987743641,153,8,00,80,10,ff,00,ff,00,00
22.988631008,220,8,f9,03,ef,03,a1,01,c1,0f
22.989753581,0A1,8,80,80,80,80,65,84,0a,00
22.99063881,220,8,f9,03,ef,03,a4,01,c1,0f
22.99149111,1F1,8,00,00,00,00,00,00,00,00
22.992338706,4F0,8,80,00,00,00,00,c5,bc,14
22.993187585,260,8,16,19,00,30,00,64,00,00
22.994040741,440,8,ff,a0,00,00,ff,c0,0b,00
22.994880639,153,8,00,80,10,ff,00,ff,00,00
22.995722248,350,8,14,13,03,83,88,00,00,0f
22.996561291,260,8,16,19,00,30,00,64,00,00
22.997401617,220,8,ff,03,ec,03,a1,01,c1,0f
22.998268457,1F1,8,00,00,00,00,00,00,00,00
22.999131876,350,8,14,13,13,83,88,00,00,1f
22.999977762,2A0,8,00,00,6b,00,00,00,00,00
23.000819799,440,8,ff,00,00,00,ff,c4,0b,00
23.001687494,153,8,00,80,10,ff,00,ff,00,00
23.002599237,350,8,14,13,23,83,88,00,00,2f
23.003464794,545,8,e4,12,00,89,93,00,91,00
23.00436157,153,8,00,80,10,ff,00,ff,00,00
23.005216008,1F1,8,00,00,00,00,00,00,00,00
23.006169233,316,8,45,18,aa,0c,18,10,00,00
23.007068574,370,8,ff,20,00,00,ff,00,00,a8
23.007917881,440,8,ff,a0,00,00,ff,c0,0b,00
23.008765905,2B0,5,c4,ff,00,07,a5,00,00,a8
23.00963189,0A1,8,80,80,80,80,65,ef,0b,00
23.010482052,440,8,ff,f0,00,00,ff,bc,0b,00
23.01132922,690,8,40,00,01,00,00,00,00,00
23.012178099,1F1,8,00,00,00,00,00,00,00,00
23.013021419,0A1,8,80,80,80,80,65,fc,0a,00
23.013863455,220,8,f7,03,f2,03,a1,01,c1,0f
23.014704209,0A0,8,3e,66,b0,0c,00,ad,00,00
23.015547101,2B0,5,c4,ff,00,07,87,fc,0a,00
23.016437462,18F,8,fe,3a,18,00,00,50,00,00
23.017302591,4F0,8,80,00,00,00,00,c5,bc,14
23.018172853,153,8,00,80,10,ff,00,ff,00,00
23.019087589,350,8,14,13,73,83,88,00,00,7f
23.019957423,545,8,e4,12,00,88,91,00,91,00
23.020802453,220,8,ff,03,e7,03,a1,01,c1,0f
23.021646628,2B0,5,c4,ff,00,07,69,00,91,00
23.022766208,350,8,14,13,83,83,88,00,00,8f
23.023653147,329,8,40,93,80,90,0a,20,00,14
23.024500316,545,8,e4,12,00,89,90,00,8f,00
23.025376992,4F0,8,80,00,00,00,00,c5,bc,14
23.026226726,1F1,8,00,00,00,00,00,00,00,00
23.027087151,43F,8,00,40,60,ff,54,c0,0b,00
23.027930471,153,8,00,80,10,ff,00,ff,00,00
23.028772935,220,8,f9,03,f1,03,a1,01,c1,0f
23.029614544,0A0,8,3e,66,aa,0c,00,ad,00,00
23.030457436,429,8,52,02,00,00,00,00,2d,03
23.031311019,4F0,8,80,00,00,00,00,c5,bc,14
23.032176577,2B0,5,c4,ff,00,07,3c,00,2d,03
23.033028449,316,8,45,18,aa,0c,18,10,00,00
23.033876045,440,8,ff,a0,00,00,ff,c0,0b,00
23.034768972,153,8,00,80,10,ff,00,ff,00,00
23.035686702,220,8,fc,03,f1,03,a1,01,c1,0f
23.036564661,260,8,16,18,00,30,00,65,00,00
23.037429363,4F0,8,80,00,00,00,00,c5,bc,14
23.253927722,350,8,14,13,63,83,88,00,00,6f
23.255546365,2B0,5,c4,ff,00,07,1e,65,00,00
23.257098296,0A1,8,80,80,80,80,65,f8,09,00
23.258551012,545,8,e4,12,00,89,8f,00,93,00
23.259761253,153,8,00,80,10,ff,00,ff,00,00
23.260850897,2B0,5,c4,ff,00,07,0f,00,00,ef
23.261781884,428,8,05,00,00,80,65,08,02,00
23.262709023,4F0,8,80,00,00,00,00,c5,bc,14
23.263608792,690,8,40,00,01,00,00,00,00,00
23.264532081,2B0,5,c4,ff,00,07,f0,00,00,ff
23.265401915,430,8,00,00,00,00,00,00,00,00
23.266250366,545,8,e4,12,00,89,92,00,92,00
23.26710566,153,8,00,80,10,ff,00,ff,00,00
23.267952828,316,8,45,18,a6,0c,18,10,00,00
23.268799569,370,8,ff,20,00,00,ff,00,00,6c
23.269672396,220,8,f9,03,f5,03,a1,01,c1,0f
23.270487064,350,8,14,13,13,83,88,00,00,1f
23.271511278,0A0,8,3e,66,aa,0c,00,ad,00,00
23.272580395,43F,8,00,40,60,ff,54,c0,0b,00
23.27362257,545,8,e4,12,00,89,91,00,94,00
23.274586914,5A1,8,54,47,48,39,47,41,98,17
23.275510631,18F,8,fe,3a,19,00,00,50,00,00
23.276449744,440,8,ff,50,00,00,ff,c8,0b,00
23.27737175,153,8,00,80,10,ff,00,ff,00,00
23.278292046,4F0,8,80,00,00,00,00,c5,bc,14
23.279217474,2A0,8,00,00,6b,00,00,00,00,00
23.280140336,4B1,8,00,00,00,00,00,00,00,00
23.28106106,1F1,8,00,00,00,00,00,00,00,00
23.281983922,2B0,5,c4,ff,00,07,a5,00,00,4f
23.282906356,2A0,8,00,00,6b,00,00,00,00,00
23.283829218,545,8,e4,12,00,89,94,00,95,00
23.284754218,153,8,00,80,10,ff,00,ff,00,00
23.285677508,2B0,5,c4,ff,00,07,96,00,00,5f
23.286733795,545,8,e4,12,00,89,94,00,95,00
23.28777982,4B1,8,00,00,00,00,00,00,00,00
23.288773671,1F1,8,00,00,00,00,00,00,00,00
23.289941147,2B0,5,c4,ff,00,07,87,00,00,00
23.29096194,370,8,ff,20,00,00,ff,00,00,e4
23.291963916,545,8,e4,12,00,88,94,00,95,00
23.292957768,350,8,13,13,63,83,88,00,00,68
23.293964876,0A0,8,3f,66,a2,0c,00,ad,00,00
23.294963431,440,8,ff,a0,00,00,ff,b8,0b,00
23.295956427,430,8,00,00,00,00,00,00,00,00
23.296949851,350,8,13,13,73,83,88,00,00,78
23.297943275,18F,8,fe,3a,19,00,00,50,00,00
23.298937554,440,8,ff,f0,00,00,ff,bc,0b,00
23.299941668,690,8,40,00,01,00,00,00,00,00
23.300935947,350,8,13,13,83,83,88,00,00,88
23.301935786,18F,8,fe,3a,19,00,00,50,00,00
23.302929209,440,8,ff,00,00,00,ff,c0,0b,00
23.303865756,220,8,ff,03,ef,03,a1,01,cd,0f
23.30501185,2B0,5,c4,ff,00,07,4b,00,00,98
23.30627127,329,8,40,93,80,90,0a,20,00,14
23.307185579,59B,8,00,00,00,00,00,00,00,00
23.308042155,350,8,13,13,a3,83,88,00,00,a8
23.308890179,2B0,5,c4,ff,00,07,3c,00,00,00
23.309735637,329,8,40,93,80,90,0a,20,00,14
23.310586654,440,8,ff,a0,00,00,ff,bc,0b,00
23.311431684,153,8,00,80,10,ff,00,ff,00,00
23.312275859,2B0,5,c4,ff,00,07,2d,00,00,00
23.313117896,545,8,e4,12,00,89,95,00,97,00
23.313959077,220,8,f9,03,e9,03,a4,01,e0,0f
23.314798976,4F0,8,80,00,00,00,00,c5,bc,14
23.31564144,2B0,5,c4,ff,00,07,1e,00,00,c8
23.316504004,370,8,ff,20,00,00,ff,00,00,20
23.317368278,440,8,ff,00,00,00,ff,c4,0b,00
23.318267192,350,8,13,13,d3,83,88,00,00,d8
23.319228114,0A1,8,80,80,80,80,65,bf,0b,00
23.320134298,440,8,ff,50,00,00,ff,b8,0b,00
23.320996861,220,8,ff,03,ef,03,a4,01,cd,0f
23.32184403,350,8,13,13,e3,83,88,00,00,e8
23.323037165,18F,8,fe,3a,19,00,00,50,00,00
23.323969862,440,8,ff,a0,00,00,ff,b8,0b,00
23.324831571,350,8,14,13,f3,83,88,00,00,ff
23.325674463,153,8,00,80,10,ff,00,ff,00,00
23.326517355,260,8,16,19,00,30,00,64,00,00
23.32738334,545,8,e4,12,00,89,95,00,95,00
23.328224093,220,8,ff,03,ed,03,a1,01,c1,0f
23.329076821,2B0,5,c4,ff,00,07,d2,00,00,0f
23.329950931,329,8,84,93,80,90,0a,20,00,14
23.33079083,220,8,ff,03,ed,03,a1,01,c1,0f
23.331635432,350,8,14,13,13,83,88,00,00,1f
23.332477469,2B0,5,c4,ff,00,07,c3,01,c1,0f
23.333316084,428,8,05,00,00,80,65,08,02,00
23.334156838,545,8,e4,12,00,89,94,00,97,00
23.335021112,220,8,f9,03,ed,03,a1,01,cd,0f
23.335934138,2B0,5,c4,ff,00,07,b4,00,00,2f
23.336818512,43F,8,00,40,60,ff,54,bc,0b,00
23.337676372,220,8,f9,03,ed,03,a1,01,cd,0f
23.338524395,350,8,14,13,33,83,88,00,00,3f
23.339487029,0A0,8,3f,66,a2,0c,00,ad,00,00
23.340385087,430,8,00,00,00,00,00,00,00,00
23.341233538,59B,8,00,00,00,00,00,00,00,c4
23.342082845,153,8,00,80,10,ff,00,ff,00,00
23.342927875,316,8,45,19,a4,0c,19,10,00,00
23.343775044,440,8,ff,00,00,00,ff,bc,0b,00
23.344618791,220,8,ff,03,ec,03,a1,01,da,0f
23.345497605,350,8,14,13,53,83,88,00,00,5f
23.346341352,260,8,16,18,00,30,00,65,00,00
23.347194508,4D0,8,00,ff,fa,00,00,00,00,00
23.3480374,4F0,8,80,00,00,00,00,c5,bc,14
23.348880292,350,8,14,13,63,83,88,00,00,6f
23.349724467,2A0,8,00,00,6b,00,00,00,00,00
23.350568642,440,8,ff,a0,00,00,ff,bc,0b,00
23.351435482,220,8,ff,03,e9,03,a1,01,c7,0f
23.352367752,2B0,5,c4,ff,00,07,69,00,00,7f
23.353232026,428,8,05,00,00,80,65,08,02,00
23.354115117,1F1,8,00,00,00,00,00,00,00,00
23.354958009,4F0,8,80,00,00,00,00,c5,bc,14
23.356100681,2B0,5,c4,ff,00,07,5a,00,00,8f
23.356992753,545,8,e4,12,00,89,90,00,93,00
23.35784548,440,8,ff,00,00,00,ff,bc,0b,00
23.358690938,220,8,fa,03,f2,03,a1,01,c1,0f
23.35953383,2B0,5,c4,ff,00,07,4b,00,00,9f
23.360378005,370,8,ff,20,00,00,ff,00,00,e4
23.361230733,1F1,8,00,00,00,00,00,00,00,00
23.362074908,350,8,14,13,a3,83,88,00,00,af
23.36291951,0A0,8,3e,66,a6,0c,00,ad,00,00
23.363769245,440,8,ff,a0,00,00,ff,c0,0b,00
23.364654901,350,8,14,13,b3,83,88,00,00,bf
23.365500359,220,8,ff,03,e5,03,a4,01,c7,0f
23.366398418,18F,8,fe,39,19,00,00,50,00,00
23.367307595,4F0,8,80,00,00,00,00,c5,bc,14
23.36821891,4D0,8,00,ff,fa,00,00,00,00,00
23.369112692,350,8,14,13,c3,83,88,00,00,cf
23.369983381,18F,8,fe,39,19,00,00,50,00,00
23.370830122,545,8,dc,12,00,89,93,00,93,00
23.371674297,350,8,14,13,d3,83,88,00,00,df
23.372780619,153,8,00,80,10,ff,00,ff,00,00
23.373667986,329,8,40,93,80,90,0a,20,00,14
23.374534827,59B,8,00,00,00,00,00,00,00,88
23.375438872,4B1,8,00,00,00,00,00,00,00,00
23.599232887,2B0,5,c4,ff,00,07,f0,00,00,ef
23.601949299,545,8,e4,12,00,89,92,00,93,00
23.603329316,220,8,fc,03,e9,03,a4,01,c7,0f
23.604782887,350,8,14,13,f3,83,88,00,00,ff
23.605815655,2B0,5,c4,ff,00,07,e1,01,c7,0f
23.607282483,429,8,52,02,00,00,00,00,2d,03
23.60846792,545,8,e4,12,00,88,92,00,93,00
23.60961829,430,8,00,00,00,00,00,00,00,00
23.610754976,316,8,45,19,a2,0c,19,10,00,00
23.611847614,440,8,ff,00,00,00,ff,bc,0b,00
23.612791858,220,8,fd,03,f5,03,a1,01,cd,0f
23.613718569,350,8,14,13,13,83,88,00,00,1f
23.614641858,316,8,45,19,a2,0c,19,10,00,00
23.615565575,429,8,52,02,00,00,00,00,2d,03
23.616508964,545,8,e4,12,00,89,95,00,96,00
23.617460051,220,8,ff,03,e4,03,a1,01,c7,0f
23.618433375,260,8,16,19,00,30,00,64,00,00
23.619359658,440,8,ff,a0,00,00,ff,c4,0b,00
23.620303902,220,8,ff,03,e4,03,a4,01,c7,0f
23.621381145,350,8,13,13,33,83,88,00,00,38
23.62235062,329,8,84,93,80,90,0a,20,00,14
23.623462074,545,8,e4,12,00,89,94,00,90,00
23.624398193,350,8,13,13,43,83,88,00,00,48
23.625324049,220,8,fa,03,f1,03,a1,01,c7,0f
23.626264444,316,8,45,18,ac,0c,18,10,00,00
23.62722665,440,8,ff,00,00,00,ff,b8,0b,00
23.628164907,220,8,fc,03,ec,03,a1,01,c1,0f
23.629090762,2B0,5,c4,ff,00,07,87,00,00,58
23.630010631,545,8,e4,11,00,89,8f,00,8e,00
23.630931782,690,8,40,00,01,00,00,00,00,00
23.63184994,350,8,13,13,63,83,88,00,00,68
23.632771947,153,8,00,80,10,ff,00,ff,00,00
23.633714053,370,8,ff,20,00,00,ff,00,00,a8
23.634704483,545,8,e4,11,00,89,8f,00,8e,00
23.63569363,350,8,13,13,73,83,88,00,00,78
23.636631887,0A1,8,80,80,80,80,65,ef,0b,00
23.637755315,43F,8,00,40,60,ff,54,bc,0b,00
23.638785944,220,8,ff,03,f5,03,a1,01,c1,0f
23.639956841,350,8,13,13,83,83,88,00,00,88
23.640975496,0A0,8,3e,66,a6,0c,00,ad,00,00
23.641974907,4D0,8,00,ff,fa,00,00,00,00,00
23.642969186,545,8,e4,11,00,89,8d,00,91,00
23.644003236,220,8,fc,03,e4,03,a1,01,c1,0f
23.644992811,2A0,8,00,00,6b,00,00,00,00,00
23.645993932,440,8,ff,50,00,00,ff,c8,0b,00
23.646988211,4F0,8,80,00,00,00,00,c5,bc,14
23.647987622,350,8,13,13,a3,83,88,00,00,a8
23.649002855,545,8,e4,12,00,88,90,00,94,00
23.650004404,1F1,8,00,00,00,00,00,00,00,00
23.651027763,350,8,13,13,b3,83,88,00,00,b8
23.652022897,2B0,5,c4,ff,00,07,2d,01,c1,0f
23.653017176,429,8,52,02,00,00,00,00,2d,03
23.653952868,4F0,8,80,00,00,00,00,c5,bc,14
23.655080572,220,8,f7,03,ef,03,a1,01,c7,0f
