timestamp,id,num,d0,d1,d2,d3,d4,d5,d6,d7
20.967460465,350,8,28,13,03,89,99,00,00,28
20.96868266,153,8,00,80,10,ff,00,ff,00,00
20.969757746,440,8,ff,50,00,00,ff,30,0c,00
20.971142016,545,8,dc,0d,00,86,1c,00,1d,00
20.972334275,4F0,8,00,00,00,00,00,c5,bc,14
20.973515416,2A0,8,00,00,86,00,00,00,00,00
20.974666622,440,8,ff,a0,00,00,ff,20,0c,00
20.975725031,428,8,05,00,00,80,65,08,02,00
20.97673982,350,8,28,13,23,89,99,00,00,08
20.977650692,153,8,00,80,10,ff,00,ff,00,00
20.978545315,545,8,dc,0d,00,88,1c,00,1b,00
20.97941941,59B,8,00,00,00,00,00,00,00,c4
20.980302059,690,8,00,00,01,00,00,00,00,00
20.981177437,545,8,dc,0d,00,87,1a,00,1b,00
20.982045973,440,8,ff,00,00,00,ff,2c,0c,00
20.982886713,429,8,54,02,00,00,00,00,2d,03
20.984531415,350,8,28,13,43,89,99,00,00,68
20.985964436,545,8,dc,0d,00,86,1a,00,1b,00
20.98723752,1F1,8,00,00,00,00,00,00,00,00
20.988474681,350,8,28,13,53,89,99,00,00,78
20.989556182,260,8,0e,13,00,30,00,5d,00,00
20.990585511,545,8,dc,0d,00,88,1a,00,1d,00
20.991925306,440,8,ff,a0,00,00,ff,28,0c,00
20.993103881,350,8,28,13,63,89,99,00,00,48
20.994282456,0A0,8,35,7b,60,0c,00,ae,00,00
20.995327608,370,8,ff,20,00,00,ff,00,00,6c
20.996218381,1F1,8,00,00,00,00,00,00,00,00
20.997098892,350,8,28,13,73,89,99,00,00,58
20.998089305,18F,8,fe,4f,13,00,00,4f,00,00
20.999102384,440,8,ff,00,00,00,ff,2c,0c,00
21.000038915,428,8,05,00,00,80,65,08,02,00
21.001236734,350,8,28,13,83,89,99,00,00,a8
21.002320373,2A0,8,00,00,86,00,00,00,00,00
21.003300095,440,8,ff,50,00,00,ff,30,0c,00
21.004241758,1F1,8,00,00,00,00,00,00,00,00
21.005183848,4F0,8,00,00,00,00,00,c5,bc,14
21.00611653,220,8,fa,03,f4,03,70,01,c1,0f
21.007119773,440,8,ff,a0,00,00,ff,30,0c,00
21.008128575,429,8,54,02,00,00,00,00,2d,03
21.009145075,220,8,fa,03,f4,03,70,01,c1,0f
21.010141048,545,8,dc,0d,00,87,1d,00,21,00
21.011515482,440,8,ff,f0,00,00,ff,18,0c,00
21.012807382,1F1,8,00,00,00,00,00,00,00,00
21.014048392,316,8,45,13,5a,0c,13,11,00,00
21.014961831,153,8,00,80,10,ff,00,ff,00,00
21.016468405,440,8,ff,00,00,00,ff,20,0c,00
21.017785963,350,8,28,13,c3,89,99,00,00,e8
21.019120199,0A0,8,35,7b,60,0c,00,ae,00,00
21.02030134,370,8,ff,20,00,00,ff,00,00,e4
21.021501725,59B,8,00,00,00,00,00,00,00,88
21.022594344,350,8,28,13,d3,89,99,00,00,f8
21.023519757,18F,8,fe,4f,13,00,00,4f,00,00
21.024478953,440,8,ff,a0,00,00,ff,28,0c,00
21.025563875,220,8,fd,03,ed,03,70,01,c7,0f
21.026534617,350,8,28,13,e3,89,99,00,00,c8
21.027811121,220,8,fd,03,e4,03,70,01,cd,0f
21.029003808,440,8,ff,f0,00,00,ff,24,0c,00
21.030185805,153,8,00,80,10,ff,00,ff,00,00
21.031363524,1F1,8,00,00,00,00,00,00,00,00
21.032459993,329,8,85,ae,7f,90,0a,20,00,14
21.033439715,440,8,ff,00,00,00,ff,30,0c,00
21.034673884,429,8,54,02,00,00,00,00,2d,03
21.035774628,350,8,28,13,03,89,99,00,00,28
21.036765897,2B0,5,d7,ff,00,07,3e,01,c1,0f
21.037653677,440,8,ff,50,00,00,ff,28,0c,00
21.03855899,350,8,28,13,13,89,99,00,00,38
21.03945404,1F1,8,00,00,00,00,00,00,00,00
21.040343531,545,8,dc,0d,00,87,21,00,22,00
21.041232166,440,8,ff,a0,00,00,ff,20,0c,00
21.04212465,429,8,54,02,00,00,00,00,2d,03
21.042966673,0A0,8,35,7b,60,0c,00,ae,00,00
21.043917744,220,8,ff,03,ec,03,70,01,cd,0f
21.044801675,440,8,ff,f0,00,00,ff,1c,0c,00
21.045685606,350,8,28,13,33,89,99,00,00,18
21.046570393,0A1,8,80,80,80,80,65,a7,0b,00
21.047439357,370,8,ff,20,00,00,ff,00,00,20
21.048531976,440,8,ff,00,00,00,ff,20,0c,00
21.049456534,350,8,28,13,43,89,99,00,00,68
21.050371683,260,8,0f,13,00,30,00,5d,00,00
21.051460453,153,8,00,80,10,ff,00,ff,00,00
21.052568468,220,8,fd,03,f5,03,70,01,c1,0f
21.053572138,4F0,8,00,00,00,00,00,c5,bc,14
21.054498406,260,8,0f,13,00,30,00,5d,00,00
21.055390462,440,8,ff,a0,00,00,ff,24,0c,00
21.056260709,428,8,05,00,00,80,65,08,02,00
21.057145923,350,8,28,13,63,89,99,00,00,48
21.058018308,545,8,dc,0d,00,87,22,00,24,00
21.058900529,59B,8,00,00,00,00,00,00,00,4c
21.059800711,220,8,ff,03,e7,03,70,01,c1,0f
21.060806519,690,8,00,00,01,00,00,00,00,00
21.061814039,316,8,45,13,58,0c,13,11,00,00
21.06282113,545,8,dc,0d,00,87,23,00,24,00
21.063829505,429,8,54,02,00,00,00,00,2d,03
21.064767746,220,8,ff,03,f1,03,6b,01,c7,0f
21.065805628,545,8,dc,0d,00,88,23,00,22,00
21.066712224,440,8,ff,50,00,00,ff,24,0c,00
21.067808692,350,8,28,13,93,89,99,00,00,b8
21.068837593,2B0,5,d7,ff,00,07,a7,c5,bc,14
21.069778401,370,8,ff,20,00,00,ff,00,00,a8
21.07074615,1F1,8,00,00,00,00,00,00,00,00
21.071615113,350,8,28,13,a3,89,99,00,00,88
21.072475097,18F,8,fe,4f,13,00,00,4f,00,00
21.073333798,440,8,ff,f0,00,00,ff,20,0c,00
21.074191215,153,8,00,80,10,ff,00,ff,00,00
21.075053337,350,8,28,13,b3,89,99,00,00,98
21.075916741,2A0,8,00,00,86,00,00,00,00,00
21.076804094,220,8,ff,03,fa,03,70,01,cd,0f
21.07774148,1F1,8,00,00,00,00,00,00,00,00
21.078596332,350,8,28,13,c3,89,99,00,00,e8
21.079456743,260,8,0f,13,00,30,00,5c,00,00
21.080315871,440,8,ff,50,00,00,ff,24,0c,00
21.081290462,153,8,00,80,10,ff,00,ff,00,00
21.082278738,4F0,8,00,00,00,00,00,c5,bc,14
21.083334152,545,8,dc,0d,00,87,1f,00,21,00
21.084281802,153,8,00,80,10,ff,00,ff,00,00
21.085718244,429,8,54,02,00,00,00,00,2d,03
21.08672448,350,8,28,13,e3,89,99,00,00,c8
21.087734993,545,8,dc,0d,00,86,1f,00,21,00
21.088746788,440,8,ff,f0,00,00,ff,24,0c,00
21.089745755,350,8,28,13,f3,89,99,00,00,d8
21.090760544,0A0,8,35,7b,60,0c,00,ae,00,00
21.091756517,545,8,dc,0d,00,87,20,00,21,00
21.092752062,440,8,ff,00,00,00,ff,28,0c,00
21.093774121,350,8,28,13,03,89,99,00,00,28
21.094775653,0A0,8,35,7b,60,0c,00,ae,00,00
21.095759225,370,8,ff,20,00,00,ff,00,00,e4
21.30413395,59B,8,00,00,00,00,00,00,00,00
21.305102982,350,8,28,13,13,89,99,00,00,38
21.306165239,18F,8,fe,4e,13,00,00,4f,00,00
21.307237759,440,8,ff,a0,00,00,ff,20,0c,00
21.308202942,428,8,05,00,00,80,65,08,02,00
21.30904026,1F1,8,00,00,00,00,00,00,00,00
21.309938732,2B0,5,d7,ff,00,07,d0,00,00,00
21.310786741,220,8,ff,03,ef,03,70,01,e0,0f
21.311607809,350,8,28,13,33,89,99,00,00,18
21.312453253,4F0,8,00,00,00,00,00,c5,bc,14
21.313323928,2B0,5,d7,ff,00,07,c1,00,00,00
21.314164667,440,8,ff,00,00,00,ff,28,0c,00
21.315522423,429,8,54,02,00,00,00,00,2d,03
21.316465369,1F1,8,00,00,00,00,00,00,00,00
21.317440388,545,8,dc,0d,00,87,20,00,21,00
21.318554389,220,8,fc,03,ed,03,70,01,c7,0f
21.319582007,350,8,28,13,53,89,99,00,00,78
21.320466794,316,8,45,13,62,0c,13,11,00,00
21.321301974,545,8,dc,0d,00,87,20,00,1f,00
21.32218505,440,8,ff,a0,00,00,ff,20,0c,00
21.323027928,350,8,28,13,63,89,99,00,00,48
21.323867385,0A0,8,35,7b,60,0c,00,ae,00,00
21.324705131,43F,8,00,40,60,ff,84,24,0c,00
21.325539029,153,8,00,80,10,ff,00,ff,00,00
21.326419111,350,8,28,13,73,89,99,00,00,58
21.327250443,18F,8,fe,4f,13,00,00,4f,00,00
21.328131808,43F,8,00,40,60,ff,84,28,0c,00
21.329014884,440,8,ff,00,00,00,ff,2c,0c,00
21.329887697,350,8,28,13,83,89,99,00,00,a8
21.331290355,260,8,0e,13,00,30,00,5e,00,00
21.332248696,545,8,dc,0d,00,87,1e,00,1b,00
21.333177529,153,8,00,80,10,ff,00,ff,00,00
21.334248339,4F0,8,00,00,00,00,00,c5,bc,14
21.335781,329,8,ed,ae,80,90,0a,20,00,14
21.336796217,220,8,fa,03,ea,03,6e,01,e0,0f
21.337753702,429,8,54,02,00,00,00,00,2d,03
21.338747964,350,8,28,13,a3,89,99,00,00,88
21.339711009,2A0,8,00,00,86,00,00,00,00,00
21.340731358,59B,8,00,00,00,00,00,00,00,c4
21.341683284,153,8,00,80,10,ff,00,ff,00,00
21.342813535,690,8,00,00,01,00,00,00,00,00
21.344198233,545,8,dc,0d,00,88,1b,00,1c,00
21.345570101,220,8,f9,03,f4,03,70,01,da,0f
21.34689108,429,8,54,02,00,00,00,00,2d,03
21.348031595,316,8,45,13,64,0c,13,11,00,00
21.3489801,4B1,8,b1,34,71,92,00,00,00,e8
21.349911499,545,8,dc,0d,00,87,1b,00,1d,00
21.350830925,350,8,28,13,d3,89,99,00,00,f8
21.352069797,0A1,8,80,80,80,80,65,4d,0b,00
21.353031987,370,8,ff,20,00,00,ff,00,00,a8
21.353968518,220,8,fd,03,e9,03,6e,01,da,0f
21.354932845,350,8,28,13,e3,89,99,00,00,c8
21.355911712,260,8,0e,13,00,30,00,5d,00,00
21.356819164,43F,8,00,40,60,ff,84,28,0c,00
21.3576877,1F1,8,00,00,00,00,00,00,00,00
21.35854298,350,8,28,13,f3,89,99,00,00,d8
21.359396549,2B0,5,d7,ff,00,07,0d,00,00,00
21.360248835,440,8,ff,00,00,00,ff,28,0c,00
21.361102403,153,8,00,80,10,ff,00,ff,00,00
21.361955545,350,8,28,13,03,89,99,00,00,28
21.362854871,329,8,40,ae,7f,90,0a,20,00,14
21.363901733,4B1,8,b1,34,71,92,00,00,00,e8
21.364891291,1F1,8,00,00,00,00,00,00,00,00
21.365864172,4F0,8,00,00,00,00,00,c5,bc,14
21.366778465,329,8,40,ae,80,90,0a,20,00,14
21.367938224,440,8,ff,a0,00,00,ff,24,0c,00
21.368930349,429,8,54,02,00,00,00,00,2d,03
21.369795891,316,8,45,13,5e,0c,13,11,00,00
21.370665283,545,8,dc,0d,00,87,1d,00,20,00
21.371520562,430,8,00,00,00,00,00,00,00,00
21.372373276,350,8,28,13,33,89,99,00,00,18
21.373224279,0A0,8,35,7b,64,0c,00,ae,00,00
21.374073144,43F,8,00,40,60,ff,84,28,0c,00
21.37492543,440,8,ff,00,00,00,ff,30,0c,00
21.375817914,350,8,28,13,43,89,99,00,00,68
21.376709543,18F,8,fe,4f,13,00,00,4f,00,00
21.377574658,440,8,ff,50,00,00,ff,2c,0c,00
21.378437635,220,8,fa,03,ec,03,6e,01,cd,0f
21.379498609,4F0,8,00,00,00,00,00,c5,bc,14
21.380462937,2A0,8,00,00,86,00,00,00,00,00
21.381524766,440,8,ff,a0,00,00,ff,2c,0c,00
21.382531858,428,8,05,00,00,80,65,08,02,00
21.383491481,350,8,28,13,63,89,99,00,00,48
21.384928778,316,8,45,13,5e,0c,13,11,00,00
21.385887119,440,8,ff,f0,00,00,ff,2c,0c,00
21.386779175,153,8,00,80,10,ff,00,ff,00,00
21.3876661,4F0,8,00,00,00,00,00,c5,bc,14
21.388690297,545,8,dc,0d,00,88,1f,00,20,00
21.38970808,220,8,fc,03,f1,03,70,01,cd,0f
21.39071004,429,8,54,02,00,00,00,00,2d,03
21.391711144,350,8,28,13,83,89,99,00,00,a8
21.392709255,329,8,85,ae,80,90,0a,20,00,14
21.393716347,440,8,ff,50,00,00,ff,20,0c,00
21.394656299,153,8,00,80,10,ff,00,ff,00,00
21.395570165,0A0,8,35,7b,64,0c,00,ae,00,00
21.396463505,43F,8,00,40,60,ff,84,24,0c,00
21.397474872,220,8,ff,03,f2,03,6e,01,c1,0f
21.398406272,350,8,28,13,a3,89,99,00,00,88
21.39941935,18F,8,fe,4f,13,00,00,4f,00,00
21.400483746,370,8,ff,20,00,00,ff,00,00,6c
21.401881272,440,8,ff,f0,00,00,ff,34,0c,00
21.402831915,4F0,8,00,00,00,00,00,c5,bc,14
21.403688905,18F,8,fe,4f,13,00,00,4f,00,00
21.404560863,440,8,ff,00,00,00,ff,30,0c,00
21.405416997,220,8,fd,03,ed,03,6e,01,c7,0f
21.406287672,350,8,28,13,c3,89,99,00,00,e8
21.407141668,2A0,8,00,00,86,00,00,00,00,00
21.408002935,440,8,ff,50,00,00,ff,24,0c,00
21.408902689,350,8,28,13,d3,89,99,00,00,f8
21.409762672,4F0,8,00,00,00,00,00,c5,bc,14
21.410623083,2B0,5,d7,ff,00,07,6b,00,00,00
21.411513857,545,8,e4,0d,00,86,22,00,22,00
21.412431999,220,8,ff,03,f1,03,6e,01,e0,0f
21.413313365,350,8,28,13,e3,89,99,00,00,c8
21.414197724,545,8,e4,0d,00,88,22,00,22,00
21.415261691,220,8,fd,03,f2,03,70,01,cd,0f
21.41616786,350,8,28,13,f3,89,99,00,00,d8
21.417026133,316,8,45,13,5e,0c,13,11,00,00
21.418259874,4B1,8,b1,34,71,92,00,00,00,e8
21.419178016,545,8,dc,0d,00,87,21,00,21,00
21.420042704,153,8,00,80,10,ff,00,ff,00,00
21.421081868,0A0,8,36,7b,64,0c,00,ae,00,00
21.422094947,43F,8,00,40,60,ff,84,20,0c,00
21.4230999,220,8,ff,03,ec,03,6e,01,da,0f
21.424097583,4F0,8,00,00,00,00,00,c5,bc,14
21.425099971,18F,8,fe,4f,13,00,00,4f,00,00
21.426098082,370,8,ff,20,00,00,ff,00,00,a8
21.427125273,545,8,dc,0d,00,87,20,00,22,00
21.428122529,153,8,00,80,10,ff,00,ff,00,00
21.429013302,2A0,8,00,00,86,00,00,00,00,00
21.429872003,440,8,ff,f0,00,00,ff,2c,0c,00
21.430790573,220,8,ff,03,f1,03,6e,01,cd,0f
21.431712564,350,8,28,13,33,89,99,00,00,18
21.64841429,329,8,40,ae,80,90,0a,20,00,14
21.649311051,4D0,8,00,ff,fa,00,00,00,00,00
21.65015008,429,8,54,02,00,00,00,00,2d,03
21.651288029,350,8,28,13,43,89,99,00,00,68
21.652282291,545,8,dc,0d,00,86,21,00,21,00
21.653293232,440,8,ff,50,00,00,ff,2c,0c,00
21.654254993,220,8,ff,03,ed,03,6e,01,da,0f
21.655180833,4F0,8,00,00,00,00,00,c5,bc,14
21.65611266,545,8,dc,0d,00,87,20,00,1f,00
21.657056034,1F1,8,00,00,00,00,00,00,00,00
21.658070823,429,8,54,02,00,00,00,00,2d,03
21.659033867,316,8,45,13,62,0c,13,11,00,00
21.659977241,43F,8,00,40,60,ff,84,24,0c,00
21.660977917,440,8,ff,f0,00,00,ff,24,0c,00
21.661945666,220,8,fd,03,f2,03,6e,01,c7,0f
21.662896309,0A1,8,80,80,80,80,65,42,0a,00
21.66384011,370,8,ff,20,00,00,ff,00,00,20
21.664724041,4D0,8,00,ff,fa,00,00,00,00,00
21.665802976,350,8,28,13,83,89,99,00,00,a8
21.666810496,260,8,0e,13,00,30,00,5c,00,00
21.668022427,59B,8,00,00,00,00,00,00,00,00
21.669406696,350,8,28,13,93,89,99,00,00,b8
21.670811065,153,8,00,80,10,ff,00,ff,00,00
21.67218892,2B0,5,d7,ff,00,07,a7,00,00,00
21.673452168,440,8,ff,a0,00,00,ff,24,0c,00
21.674668803,428,8,05,00,00,80,65,08,02,00
21.675853365,350,8,28,13,a3,89,99,00,00,88
21.676928879,545,8,dc,0d,00,87,1c,00,1e,00
21.677915444,440,8,ff,f0,00,00,ff,28,0c,00
21.678855824,350,8,28,13,b3,89,99,00,00,98
21.679828704,153,8,00,80,10,ff,00,ff,00,00
21.68081142,545,8,dc,0d,00,86,1d,00,1f,00
21.681767195,440,8,ff,00,00,00,ff,2c,0c,00
21.682646422,430,8,00,00,00,00,00,00,00,00
21.683955855,1F1,8,00,00,00,00,00,00,00,00
21.685111765,545,8,dc,0d,00,86,1d,00,1f,00
21.686033329,220,8,ff,03,f2,03,6e,01,cd,0f
21.686899727,350,8,28,13,d3,89,99,00,00,f8
21.687763559,0A1,8,80,80,80,80,65,4d,0b,00
21.688626109,43F,8,00,40,60,ff,84,28,0c,00
21.689513889,440,8,ff,a0,00,00,ff,24,0c,00
21.690429038,350,8,28,13,e3,89,99,00,00,c8
21.691663206,0A1,8,80,80,80,80,65,f8,09,00
21.692911486,440,8,ff,f0,00,00,ff,18,0c,00
21.693938677,220,8,fc,03,ed,03,6e,01,cd,0f
21.695000506,4F0,8,00,00,00,00,00,c5,bc,14
21.69605977,2A0,8,00,00,86,00,00,00,00,00
21.697092092,440,8,ff,00,00,00,ff,28,0c,00
21.698113296,428,8,05,00,00,80,65,08,02,00
21.699458223,220,8,fd,03,ec,03,6e,01,d4,0f
21.700481137,2A0,8,00,00,86,00,00,00,00,00
21.701889782,440,8,ff,50,00,00,ff,2c,0c,00
21.702965296,220,8,fd,03,f4,03,6e,01,e0,0f
21.703998474,4F0,8,00,00,00,00,00,c5,bc,14
21.705015829,545,8,dc,0d,00,87,22,00,23,00
21.706040453,440,8,ff,a0,00,00,ff,28,0c,00
21.707068927,429,8,54,02,00,00,00,00,2d,03
21.708116644,153,8,00,80,10,ff,00,ff,00,00
21.709188309,4B1,8,b1,34,71,92,00,00,00,e8
21.710595672,59B,8,00,00,00,00,00,00,00,c4
21.711983363,220,8,fa,03,e7,03,6e,01,c7,0f
21.713306908,0A0,8,35,7b,5c,0c,00,ae,00,00
21.714571438,43F,8,00,40,60,ff,84,24,0c,00
21.715583234,220,8,fd,03,e7,03,6e,01,c1,0f
21.71656766,350,8,28,13,43,89,99,00,00,68
21.717493073,0A1,8,80,80,80,80,65,c8,0b,00
21.718918396,43F,8,00,40,60,ff,84,28,0c,00
21.71996483,545,8,dc,0d,00,87,23,00,23,00
21.720971494,4F0,8,00,00,00,00,00,c5,bc,14
21.722383988,260,8,0f,13,00,30,00,5e,00,00
21.72369,440,8,ff,a0,00,00,ff,24,0c,00
21.724927162,220,8,fa,03,f1,03,70,01,c7,0f
21.726136099,350,8,28,13,63,89,99,00,00,48
21.727270627,2B0,5,d7,ff,00,07,94,00,00,00
21.728337589,440,8,ff,f0,00,00,ff,24,0c,00
21.729274975,545,8,dc,0d,00,87,22,00,22,00
21.730197821,220,8,fc,03,ec,03,6e,01,cd,0f
21.731145043,4F0,8,00,00,00,00,00,c5,bc,14
21.732079009,440,8,ff,00,00,00,ff,24,0c,00
21.733014684,429,8,54,02,00,00,00,00,2d,03
21.733943945,350,8,28,13,83,89,99,00,00,a8
21.735302557,545,8,dc,0d,00,87,21,00,21,00
21.736252772,1F1,8,00,00,00,00,00,00,00,00
21.737151671,350,8,28,13,93,89,99,00,00,b8
21.738048859,220,8,fa,03,f5,03,6e,01,cd,0f
21.73897812,545,8,e4,0d,00,87,20,00,21,00
21.739895835,440,8,ff,a0,00,00,ff,2c,0c,00
21.740764371,350,8,28,13,a3,89,99,00,00,88
21.741621361,0A1,8,80,80,80,80,65,4b,0a,00
21.742479207,43F,8,00,40,60,ff,84,28,0c,00
21.74333919,1F1,8,00,00,00,00,00,00,00,00
21.744196608,4F0,8,00,00,00,00,00,c5,bc,14
21.745054025,18F,8,fe,4f,13,00,00,4f,00,00
21.745909305,440,8,ff,00,00,00,ff,28,0c,00
21.746811197,428,8,05,00,00,80,65,08,02,00
21.747733188,350,8,28,13,c3,89,99,00,00,e8
21.748663732,260,8,0e,13,00,30,00,5d,00,00
21.749552795,59B,8,00,00,00,00,00,00,00,88
21.750464951,1F1,8,00,00,00,00,00,00,00,00
21.75183297,690,8,00,00,01,00,00,00,00,00
21.752823384,329,8,85,af,7f,90,0a,20,00,14
21.753743237,440,8,ff,a0,00,00,ff,2c,0c,00
21.754672498,429,8,54,02,00,00,00,00,2d,03
21.755579522,220,8,fc,03,f1,03,6e,01,c1,0f
21.756484835,545,8,dc,0d,00,87,1b,00,1e,00
21.757403405,440,8,ff,f0,00,00,ff,28,0c,00
21.758402799,1F1,8,00,00,00,00,00,00,00,00
21.759331205,4F0,8,00,00,00,00,00,c5,bc,14
21.760239084,545,8,dc,0d,00,86,1d,00,1e,00
21.761142687,440,8,ff,00,00,00,ff,24,0c,00
21.762080073,429,8,54,02,00,00,00,00,2d,03
21.763012328,316,8,45,13,5c,0c,13,11,00,00
21.763921918,43F,8,00,40,60,ff,84,24,0c,00
21.764853317,440,8,ff,50,00,00,ff,24,0c,00
21.765940805,1F1,8,00,00,00,00,00,00,00,00
21.76688931,0A0,8,35,7b,5a,0c,00,ad,00,00
21.768083707,370,8,ff,20,00,00,ff,00,00,a8
21.769137412,220,8,fc,03,ec,03,6e,01,c1,0f
21.770111147,350,8,28,13,23,89,99,00,00,08
21.770979684,153,8,00,80,10,ff,00,ff,00,00
21.771859339,440,8,ff,f0,00,00,ff,30,0c,00
21.772789883,153,8,00,80,10,ff,00,ff,00,00
21.773712729,4B1,8,b1,34,71,92,00,00,00,e8
21.77462574,2B0,5,d7,ff,00,07,c1,00,00,00
21.7755225,440,8,ff,00,00,00,ff,28,0c,00
21.776429097,428,8,05,00,00,80,65,08,02,00
21.777375036,350,8,28,13,43,89,99,00,00,68
21.778294461,153,8,00,80,10,ff,00,ff,00,00
21.779198064,440,8,ff,50,00,00,ff,24,0c,00
21.780101667,350,8,28,13,53,89,99,00,00,78
21.781048461,4B1,8,b1,34,71,92,00,00,00,e8
21.782114994,545,8,e4,0d,00,87,20,00,21,00
21.992619366,440,8,ff,a0,00,00,ff,24,0c,00
21.994240548,429,8,54,02,00,00,00,00,2d,03
21.995833506,316,8,45,13,5c,0c,13,11,00,00
21.997335376,545,8,e4,0d,00,86,20,00,21,00
21.998724778,59B,8,00,00,00,00,00,00,00,4c
22.00007056,350,8,28,13,73,89,99,00,00,58
22.001210648,0A0,8,36,7b,5a,0c,00,ae,00,00
22.002614161,370,8,ff,20,00,00,ff,00,00,20
22.00403478,545,8,dc,0d,00,87,20,00,21,00
22.005095754,350,8,28,13,83,89,99,00,00,a8
22.00602972,0A1,8,80,80,80,80,65,b4,0a,00
22.006970955,440,8,ff,50,00,00,ff,28,0c,00
22.007900643,220,8,fd,03,f2,03,6e,01,c1,0f
22.008870958,4F0,8,00,00,00,00,00,c5,bc,14
22.009804923,220,8,ff,03,e7,03,6e,01,c7,0f
22.010738033,440,8,ff,a0,00,00,ff,2c,0c,00
22.011666011,545,8,dc,0d,00,87,20,00,22,00
22.012598693,350,8,28,13,a3,89,99,00,00,88
22.013534797,329,8,0c,af,80,90,0a,20,00,14
22.014467479,440,8,ff,f0,00,00,ff,28,0c,00
22.015392036,220,8,ff,03,ea,03,6e,01,cd,0f
22.016603539,350,8,28,13,b3,89,99,00,00,98
22.017690172,220,8,fc,03,f2,03,6e,01,da,0f
22.018734041,545,8,dc,0d,00,87,21,00,20,00
22.019679124,429,8,54,02,00,00,00,00,2d,03
22.020595984,220,8,fc,03,f2,03,6e,01,da,0f
22.021483764,545,8,dc,0d,00,88,21,00,20,00
22.02251181,440,8,ff,50,00,00,ff,28,0c,00
22.023410709,220,8,fc,03,ed,03,6e,01,c7,0f
22.024304903,0A0,8,35,7b,5a,0c,00,ae,00,00
22.025253408,153,8,00,80,10,ff,00,ff,00,00
22.026121089,1F1,8,00,00,00,00,00,00,00,00
22.026992619,350,8,28,13,e3,89,99,00,00,c8
22.027990302,0A0,8,35,7b,5a,0c,00,ae,00,00
22.029014927,370,8,ff,20,00,00,ff,00,00,6c
22.03007975,440,8,ff,f0,00,00,ff,20,0c,00
22.031000031,4F0,8,00,00,00,00,00,c5,bc,14
22.032319727,260,8,0f,13,00,30,00,5c,00,00
22.033418761,440,8,ff,00,00,00,ff,20,0c,00
22.034810301,1F1,8,00,00,00,00,00,00,00,00
22.03580157,350,8,28,13,03,89,99,00,00,28
22.036805668,220,8,ff,03,e9,03,6e,01,c7,0f
22.037699435,59B,8,00,00,00,00,00,00,00,00
22.038596195,153,8,00,80,10,ff,00,ff,00,00
22.039493811,690,8,00,00,01,00,00,00,00,00
22.040364485,545,8,dc,0d,00,87,1f,00,22,00
22.041259108,440,8,ff,a0,00,00,ff,2c,0c,00
22.042142184,429,8,54,02,00,00,00,00,2d,03
22.04301072,350,8,28,13,23,89,99,00,00,08
22.043939126,2B0,5,d7,ff,00,07,d0,01,c1,0f
22.044981284,440,8,ff,f0,00,00,ff,28,0c,00
22.046004198,350,8,28,13,33,89,99,00,00,18
22.046985631,316,8,45,13,5e,0c,13,11,00,00
22.0478918,545,8,dc,0d,00,88,21,00,20,00
22.049279918,440,8,ff,00,00,00,ff,28,0c,00
22.05025793,350,8,28,13,43,89,99,00,00,68
22.051717465,316,8,45,13,62,0c,13,11,00,00
22.052661693,220,8,fd,03,ec,03,6e,01,c1,0f
22.053587106,440,8,ff,50,00,00,ff,2c,0c,00
22.054492847,350,8,28,13,53,89,99,00,00,78
22.055375923,0A1,8,80,80,80,80,65,5d,0b,00
22.056249163,440,8,ff,a0,00,00,ff,28,0c,00
22.057204082,428,8,05,00,00,80,65,08,02,00
22.058109823,1F1,8,00,00,00,00,00,00,00,00
22.058973656,2A0,8,00,00,86,00,00,00,00,00
22.05983706,153,8,00,80,10,ff,00,ff,00,00
22.060696616,220,8,fd,03,f2,03,6e,01,e0,0f
22.061554461,350,8,28,13,73,89,99,00,00,58
22.062412307,2A0,8,00,00,86,00,00,00,00,00
22.06327058,440,8,ff,00,00,00,ff,24,0c,00
22.064161353,429,8,54,02,00,00,00,00,2d,03
22.065094035,1F1,8,00,00,00,00,00,00,00,00
22.065986092,545,8,dc,0d,00,87,1e,00,1f,00
22.066842227,440,8,ff,50,00,00,ff,30,0c,00
22.067930997,220,8,ff,03,e9,03,6e,01,d4,0f
22.068885489,350,8,28,13,93,89,99,00,00,b8
22.06975317,545,8,dc,0d,00,86,1e,00,1f,00
22.070614009,440,8,ff,a0,00,00,ff,2c,0c,00
22.071473992,429,8,54,02,00,00,00,00,2d,03
22.072333121,316,8,45,13,62,0c,13,11,00,00
22.073191821,43F,8,00,40,60,ff,84,28,0c,00
22.074050522,59B,8,00,00,00,00,00,00,00,c4
22.07491136,350,8,28,13,b3,89,99,00,00,98
22.075770061,0A1,8,80,80,80,80,65,6c,0a,00
22.07662534,370,8,ff,20,00,00,ff,00,00,20
22.077483186,440,8,ff,00,00,00,ff,2c,0c,00
22.078343169,350,8,28,13,c3,89,99,00,00,e8
22.079200159,0A1,8,80,80,80,80,65,3a,0a,00
22.08006057,440,8,ff,50,00,00,ff,28,0c,00
22.080944502,545,8,dc,0d,00,87,1e,00,1e,00
22.081930639,350,8,28,13,d3,89,99,00,00,f8
22.082828255,2B0,5,d7,ff,00,07,6b,00,00,00
22.083688238,220,8,fd,03,ef,03,6e,01,da,0f
22.084845431,428,8,05,00,00,80,65,08,02,00
22.085817884,350,8,28,13,e3,89,99,00,00,c8
