timestamp,id,num,d0,d1,d2,d3,d4,d5,d6,d7
8.839164699,429,8,54,02,00,00,00,00,2d,03
8.840776473,316,8,45,12,64,0c,12,11,00,00
8.844410556,329,8,40,af,80,90,09,20,00,14
8.847247518,545,8,dc,0c,00,88,14,00,15,00
8.848851167,153,8,00,80,10,ff,00,ff,00,00
8.850270075,316,8,45,12,64,0c,12,11,00,00
8.85399439,43F,8,00,40,60,ff,84,2c,0c,00
8.855667316,440,8,ff,a0,00,00,ff,30,0c,00
8.858650103,429,8,54,02,00,00,00,00,2d,03
8.861617068,0A1,8,80,80,80,80,65,d3,0a,00
8.864406134,370,8,ff,20,00,00,ff,00,00,6c
8.86606281,1F1,8,00,00,00,00,00,00,00,00
8.870273779,153,8,00,80,10,ff,00,ff,00,00
8.873228769,260,8,0e,13,00,30,00,5d,00,00
8.874854228,440,8,ff,00,00,00,ff,24,0c,00
8.877291347,429,8,54,02,00,00,00,00,2d,03
8.878921509,220,8,ff,03,f1,03,00,00,da,0f
8.882432431,2A0,8,00,00,86,00,00,00,00,00
8.883612717,220,8,fd,03,f1,03,00,00,cd,0f
8.88711979,1F1,8,00,00,00,00,00,00,00,00
8.888711893,316,8,45,13,60,0c,13,11,00,00
8.891692542,220,8,fd,03,e7,03,00,00,c1,0f
8.893345797,545,8,e4,0c,00,88,16,00,17,00
8.896177627,429,8,54,02,00,00,00,00,2d,03
8.898971825,690,8,00,00,01,00,00,00,00,00
8.900542118,545,8,e4,0c,00,87,16,00,15,00
8.902623013,153,8,00,80,10,ff,00,ff,00,00
8.927338451,1F1,8,00,00,00,00,00,00,00,00
8.930609895,316,8,45,12,64,0c,12,11,00,00
8.932524438,350,8,28,13,53,89,98,00,00,79
8.934483883,440,8,ff,00,00,00,ff,2c,0c,00
8.938272344,429,8,54,02,00,00,00,00,2d,03
8.940037213,0A0,8,33,7b,62,0c,00,ae,00,00
8.943171812,370,8,ff,20,00,00,ff,00,00,e4
8.945098329,440,8,ff,50,00,00,ff,28,0c,00
8.948853433,1F1,8,00,00,00,00,00,00,00,00
8.950705541,18F,8,fe,4d,12,00,00,4f,00,00
8.954880588,370,8,ff,20,00,00,ff,00,00,a8
8.956748945,429,8,54,02,00,00,00,00,2d,03
8.958790925,153,8,00,80,10,ff,00,ff,00,00
8.960412107,260,8,0e,12,00,30,00,5c,00,00
8.96184299,440,8,ff,f0,00,00,ff,34,0c,00
8.963280287,153,8,00,80,10,ff,00,ff,00,00
8.964608964,1F1,8,00,00,00,00,00,00,00,00
8.965903857,329,8,ed,af,80,90,09,20,00,14
8.967187631,220,8,ff,03,f5,03,00,00,da,0f
8.968634336,429,8,54,02,00,00,00,00,2d,03
8.96962646,4F0,8,80,00,00,00,00,c5,bc,14
8.970607894,2A0,8,00,00,86,00,00,00,00,00
8.971587616,440,8,ff,50,00,00,ff,20,0c,00
8.972564773,153,8,00,80,10,ff,00,ff,00,00
8.973541075,1F1,8,00,00,00,00,00,00,00,00
8.974516948,545,8,dc,0c,00,87,13,00,16,00
8.97549496,220,8,fd,03,e7,03,00,00,da,0f
8.97647169,429,8,54,02,00,00,00,00,2d,03
8.977450985,0A0,8,34,7b,62,0c,00,ae,00,00
8.978436694,370,8,ff,20,00,00,ff,00,00,6c
8.979490398,59B,8,00,00,00,00,00,00,00,c4
8.980477818,153,8,00,80,10,ff,00,ff,00,00
8.98146139,0A1,8,80,80,80,80,65,e7,0b,00
8.982394072,370,8,ff,20,00,00,ff,00,00,20
8.983474718,428,8,05,00,00,80,65,08,02,00
8.98479698,429,8,54,02,00,00,00,00,2d,03
8.985823743,0A1,8,80,80,80,80,65,93,0a,00
8.986811163,43F,8,00,40,60,ff,84,2c,0c,00
8.987796872,440,8,ff,50,00,00,ff,2c,0c,00
8.988782582,153,8,00,80,10,ff,00,ff,00,00
8.989774706,2A0,8,00,00,86,00,00,00,00,00
8.990762126,1F1,8,00,00,00,00,00,00,00,00
8.991748691,429,8,54,02,00,00,00,00,2d,03
8.992734828,4F0,8,80,00,00,00,00,c5,bc,14
8.993699156,329,8,0c,af,80,90,09,20,00,14
8.994692991,220,8,fd,03,f1,03,00,00,c7,0f
8.995679555,0A0,8,34,7b,5c,0c,00,ae,00,00
8.996676811,316,8,45,12,64,0c,12,11,00,00
8.99766637,329,8,40,af,80,90,09,20,00,14
8.998594348,545,8,dc,0d,00,87,10,00,13,00
8.999672,429,8,54,02,00,00,00,00,2d,03
9.000722283,220,8,fd,03,f5,03,00,00,d4,0f
9.001905562,545,8,dc,0d,00,88,10,00,13,00
9.002843804,220,8,fa,03,ec,03,00,00,cd,0f
9.00386458,316,8,45,13,60,0c,13,11,00,00
9.004857131,0A0,8,33,7b,68,0c,00,ae,00,00
9.005874486,370,8,ff,20,00,00,ff,00,00,a8
9.006937171,545,8,dc,0c,00,87,12,00,15,00
9.008120023,429,8,54,02,00,00,00,00,2d,03
9.009191688,0A0,8,33,7b,68,0c,00,ad,00,00
9.010250096,440,8,ff,f0,00,00,ff,30,0c,00
9.011308077,220,8,fc,03,f1,03,00,00,da,0f
9.01236734,316,8,45,13,5e,0c,13,11,00,00
9.013516836,2A0,8,00,00,86,00,00,00,00,00
9.014576099,43F,8,00,40,60,ff,84,28,0c,00
9.015629804,429,8,54,02,00,00,00,00,2d,03
9.016685646,4F0,8,80,00,00,00,00,c5,bc,14
9.017673922,260,8,0e,13,00,30,00,5c,00,00
9.018599762,59B,8,00,00,00,00,00,00,00,88
9.019464877,153,8,00,80,10,ff,00,ff,00,00
9.02031588,220,8,fc,03,ea,03,00,00,da,0f
9.021165172,350,8,28,13,73,89,98,00,00,59
9.022009761,4B1,8,b1,34,71,92,00,00,00,e8
9.022850073,429,8,54,02,00,00,00,00,2d,03
9.023697227,690,8,00,00,01,00,00,00,00,00
9.02454823,350,8,28,13,83,89,98,00,00,a9
9.025413773,440,8,ff,f0,00,00,ff,2c,0c,00
9.026263065,153,8,00,80,10,ff,00,ff,00,00
9.027108937,316,8,45,13,5a,0c,13,11,00,00
9.027965927,43F,8,00,40,60,ff,84,24,0c,00
9.028815647,430,8,00,00,00,00,00,00,00,00
9.029692736,1F1,8,00,00,00,00,00,00,00,00
9.03060874,0A0,8,34,7b,68,0c,00,ae,00,00
9.031490533,370,8,ff,20,00,00,ff,00,00,e4
9.032345813,440,8,ff,50,00,00,ff,28,0c,00
9.033199809,153,8,00,80,10,ff,00,ff,00,00
9.034352726,260,8,0e,13,00,30,00,5e,00,00
9.035314488,440,8,ff,a0,00,00,ff,38,0c,00
9.036173616,220,8,ff,03,ec,03,00,00,c7,0f
9.037031034,1F1,8,00,00,00,00,00,00,00,00
9.037886741,2A0,8,00,00,86,00,00,00,00,00
9.038744586,440,8,ff,f0,00,00,ff,30,0c,00
9.039600293,0A0,8,33,7b,68,0c,00,ae,00,00
9.04047054,153,8,00,80,10,ff,00,ff,00,00
9.041341642,316,8,45,13,60,0c,13,11,00,00
9.042200343,440,8,ff,00,00,00,ff,28,0c,00
9.043054339,220,8,f9,03,f1,03,00,00,e0,0f
9.043910474,4F0,8,80,00,00,00,00,c5,bc,14
9.044764898,350,8,28,13,f3,89,98,00,00,d9
9.04561975,220,8,fd,03,e9,03,00,00,da,0f
9.046495556,220,8,fc,03,f4,03,00,00,da,0f
9.04741712,316,8,45,12,6c,0c,12,11,00,00
9.048292498,545,8,dc,0d,00,87,0e,00,0f,00
9.04914735,440,8,ff,a0,00,00,ff,30,0c,00
9.050003485,153,8,00,80,10,ff,00,ff,00,00
9.051211995,0A0,8,32,7b,68,0c,00,ae,00,00
9.052085235,43F,8,00,40,60,ff,84,2c,0c,00
9.052938804,220,8,fd,03,f2,03,00,00,d4,0f
9.053792373,316,8,45,12,6c,0c,12,11,00,00
9.05464081,0A1,8,80,80,80,80,65,63,0a,00
9.055488392,43F,8,00,40,60,ff,84,24,0c,00
9.056360349,429,8,54,02,00,00,00,00,2d,03
9.057215629,4F0,8,80,00,00,00,00,c5,bc,14
9.058068342,18F,8,fe,4d,12,00,00,4f,00,00
9.058917635,440,8,ff,50,00,00,ff,2c,0c,00
9.059767783,220,8,fd,03,e7,03,00,00,da,0f
9.060621779,316,8,45,12,6a,0c,12,11,00,00
9.061476203,2B0,5,d7,ff,00,07,58,00,00,00
9.062326779,440,8,ff,a0,00,00,ff,3c,0c,00
9.063201302,429,8,54,02,00,00,00,00,2d,03
9.064117734,4F0,8,80,00,00,00,00,c5,bc,14
9.064987981,329,8,0c,af,7f,90,09,20,00,14
9.065839411,545,8,dc,0c,00,88,0e,00,0e,00
9.066692125,220,8,fd,03,f4,03,00,00,d4,0f
9.067888233,316,8,45,12,6c,0c,12,11,00,00
9.068875653,545,8,dc,0c,00,88,0d,00,0e,00
9.06975317,220,8,ff,03,ec,03,00,00,da,0f
9.070637101,429,8,54,02,00,00,00,00,2d,03
9.071523171,316,8,45,12,6a,0c,12,11,00,00
9.07239128,430,8,00,00,00,00,00,00,00,00
9.073268369,545,8,dc,0c,00,87,0d,00,0f,00
9.07414332,153,8,00,80,10,ff,00,ff,00,00
9.271260857,316,8,45,12,6a,0c,12,11,00,00
9.274549834,370,8,ff,20,00,00,ff,00,00,a8
9.277795192,428,8,05,00,00,80,65,08,02,00
9.281038839,4F0,8,80,00,00,00,00,c5,bc,14
9.284032317,260,8,0e,12,00,30,00,5c,00,00
9.287484653,440,8,ff,f0,00,00,ff,28,0c,00
9.290370793,545,8,dc,0c,00,88,0e,00,12,00
9.291756773,153,8,00,80,10,ff,00,ff,00,00
9.293139333,260,8,0e,13,00,30,00,5c,00,00
9.294410278,440,8,ff,00,00,00,ff,28,0c,00
9.295669249,429,8,54,02,00,00,00,00,2d,03
9.29685766,4F0,8,80,00,00,00,00,c5,bc,14
9.297908371,2A0,8,00,00,86,00,00,00,00,00
9.298797006,4D0,8,00,ff,fa,00,00,00,00,00
9.299686069,59B,8,00,00,00,00,00,00,00,00
9.300561448,153,8,00,80,10,ff,00,ff,00,00
9.301734463,350,8,27,13,c3,89,98,00,00,e6
9.302707771,440,8,ff,a0,00,00,ff,34,0c,00
9.303646013,220,8,ff,03,f4,03,00,00,da,0f
9.304585965,316,8,45,12,60,0c,12,11,00,00
9.305549437,545,8,dc,0c,00,88,14,00,14,00
9.306475277,1F1,8,00,00,00,00,00,00,00,00
9.307363913,316,8,45,12,64,0c,12,11,00,00
9.308247416,0A0,8,33,7b,6a,0c,00,ae,00,00
9.309134341,370,8,ff,20,00,00,ff,00,00,20
9.31001699,428,8,05,00,00,80,65,08,02,00
9.310898783,220,8,ff,03,e9,03,00,00,da,0f
9.311790839,0A0,8,33,7b,6a,0c,00,ae,00,00
9.312673488,440,8,ff,50,00,00,ff,34,0c,00
9.31355357,1F1,8,00,00,00,00,00,00,00,00
9.314375494,316,8,45,12,60,0c,12,11,00,00
9.315405678,2A0,8,00,00,86,00,00,00,00,00
9.316363591,440,8,ff,a0,00,00,ff,34,0c,00
9.317453644,429,8,54,02,00,00,00,00,2d,03
9.318484256,153,8,00,80,10,ff,00,ff,00,00
9.319425491,2B0,5,d7,ff,00,07,85,00,00,00
9.32036245,440,8,ff,f0,00,00,ff,20,0c,00
9.321343883,4D0,8,00,ff,fa,00,00,00,00,00
9.322276565,1F1,8,00,00,00,00,00,00,00,00
9.323205826,350,8,27,13,33,89,98,00,00,16
9.324137653,440,8,ff,00,00,00,ff,28,0c,00
9.325070763,429,8,54,02,00,00,00,00,2d,03
9.326048775,153,8,00,80,10,ff,00,ff,00,00
9.326985306,350,8,27,13,43,89,98,00,00,66
9.327918416,440,8,ff,50,00,00,ff,3c,0c,00
9.328851526,4B1,8,b1,34,71,92,00,00,00,e8
9.329779504,316,8,45,13,5a,0c,13,11,00,00
9.330714325,43F,8,00,40,60,ff,84,30,0c,00
9.331759048,220,8,fd,03,f4,03,00,00,da,0f
9.332745186,4F0,8,80,00,00,00,00,c5,bc,14
9.33374458,0A1,8,80,80,80,80,65,54,0a,00
9.335057006,43F,8,00,40,60,ff,84,28,0c,00
9.336064525,59B,8,00,00,00,00,00,00,00,c4
9.337090005,430,8,00,00,00,00,00,00,00,00
9.338102656,260,8,0e,13,00,30,00,5e,00,00
9.339112314,440,8,ff,00,00,00,ff,30,0c,00
9.340117695,429,8,54,02,00,00,00,00,2d,03
9.341125214,690,8,00,00,01,00,00,00,00,00
9.342126746,260,8,0e,13,00,30,00,5e,00,00
9.343138969,545,8,dc,0c,00,87,16,00,1a,00
9.344024611,153,8,00,80,10,ff,00,ff,00,00
9.344876897,220,8,ff,03,f1,03,00,00,da,0f
9.345727045,2B0,5,d7,ff,00,07,1c,00,00,00
9.346577193,440,8,ff,a0,00,00,ff,24,0c,00
9.347430334,429,8,54,02,00,00,00,00,2d,03
9.348306568,4F0,8,80,00,00,00,00,c5,bc,14
9.349217013,545,8,dc,0c,00,87,19,00,1b,00
9.350089825,440,8,ff,f0,00,00,ff,18,0c,00
9.351274387,0A0,8,32,7b,68,0c,00,ae,00,00
9.3521998,153,8,00,80,10,ff,00,ff,00,00
9.353071329,430,8,00,00,00,00,00,00,00,00
9.353929602,545,8,e4,0d,00,87,1a,00,1c,00
9.354786592,220,8,ff,03,e7,03,00,00,da,0f
9.355638878,350,8,28,13,c3,89,98,00,00,e9
9.356504849,370,8,ff,20,00,00,ff,00,00,e4
9.357363122,545,8,e4,0d,00,87,1a,00,1d,00
9.358215408,316,8,45,13,54,0c,13,11,00,00
9.359065555,18F,8,fe,4d,13,00,00,4f,00,00
9.359918269,440,8,ff,a0,00,00,ff,28,0c,00
9.36077141,429,8,54,02,00,00,00,00,2d,03
9.361623269,4F0,8,80,00,00,00,00,c5,bc,14
9.362478548,260,8,0e,13,00,30,00,5f,00,00
9.36334965,440,8,ff,f0,00,00,ff,20,0c,00
9.364264372,220,8,fd,03,ea,03,00,00,da,0f
9.365137612,316,8,45,13,56,0c,13,11,00,00
9.365989898,2B0,5,d7,ff,00,07,f2,00,00,00
9.366840473,1F1,8,00,00,00,00,00,00,00,00
9.368038292,429,8,54,02,00,00,00,00,2d,03
9.368909822,220,8,ff,03,ed,03,00,00,da,0f
9.369759542,329,8,85,ae,80,90,09,20,00,14
9.370614394,59B,8,00,00,00,00,00,00,00,88
9.371476943,220,8,fc,03,f2,03,00,00,da,0f
9.372330084,316,8,45,13,5a,0c,13,11,00,00
9.373179804,545,8,dc,0d,00,88,19,00,19,00
9.374025248,1F1,8,00,00,00,00,00,00,00,00
9.374874541,429,8,54,02,00,00,00,00,2d,03
9.375721267,220,8,fc,03,ef,03,00,00,d4,0f
9.376571415,43F,8,00,40,60,ff,84,1c,0c,00
9.377423273,440,8,ff,f0,00,00,ff,1c,0c,00
9.378275132,220,8,fc,03,e7,03,00,00,d4,0f
9.379128273,0A1,8,80,80,80,80,65,96,0b,00
9.380004934,370,8,ff,20,00,00,ff,00,00,20
9.380922649,428,8,05,00,00,80,65,08,02,00
9.381799311,429,8,54,02,00,00,00,00,2d,03
9.382651597,0A1,8,80,80,80,80,65,c8,0b,00
9.38355691,440,8,ff,50,00,00,ff,28,0c,00
9.384561436,545,8,dc,0d,00,88,17,00,15,00
9.385444939,220,8,fc,03,f5,03,00,00,da,0f
9.386298508,2A0,8,00,00,86,00,00,00,00,00
9.387150794,440,8,ff,a0,00,00,ff,24,0c,00
9.388026173,1F1,8,00,00,00,00,00,00,00,00
9.388919512,316,8,45,12,64,0c,12,11,00,00
9.389773936,329,8,ed,ae,7f,90,09,20,00,14
9.390623656,545,8,dc,0c,00,87,14,00,14,00
9.39147637,153,8,00,80,10,ff,00,ff,00,00
9.392331222,220,8,fd,03,ec,03,00,00,da,0f
9.39318308,545,8,dc,0c,00,87,13,00,14,00
9.394033228,440,8,ff,00,00,00,ff,28,0c,00
9.394982588,1F1,8,00,00,00,00,00,00,00,00
9.395839578,4F0,8,80,00,00,00,00,c5,bc,14
9.396686305,545,8,dc,0c,00,88,13,00,16,00
9.397532176,440,8,ff,50,00,00,ff,20,0c,00
9.398382752,153,8,00,80,10,ff,00,ff,00,00
9.399256847,316,8,45,13,60,0c,13,11,00,00
9.400125383,370,8,ff,20,00,00,ff,00,00,a8
9.401256063,428,8,05,00,00,80,65,08,02,00
9.402243483,1F1,8,00,00,00,00,00,00,00,00
9.403123566,18F,8,fe,4d,13,00,00,4f,00,00
9.403980556,440,8,ff,f0,00,00,ff,24,0c,00
9.404832414,220,8,fd,03,e5,03,00,00,da,0f
9.405690259,316,8,45,13,5c,0c,13,11,00,00
9.406542973,220,8,fd,03,e5,03,00,00,da,0f
9.614487065,440,8,ff,00,00,00,ff,2c,0c,00
9.617501497,429,8,54,02,00,00,00,00,2d,03
9.62097436,4D0,8,00,ff,fa,00,00,00,00,00
9.624217579,2A0,8,00,00,86,00,00,00,00,00
9.627454384,440,8,ff,50,00,00,ff,28,0c,00
9.630690334,220,8,f7,03,f1,03,00,00,d4,0f
9.633599139,316,8,45,13,5e,0c,13,11,00,00
9.635316968,153,8,00,80,10,ff,00,ff,00,00
9.636655481,545,8,dc,0d,00,88,17,00,18,00
9.637868267,429,8,54,02,00,00,00,00,2d,03
9.639057105,4D0,8,00,ff,fa,00,00,00,00,00
9.640236536,545,8,dc,0d,00,87,17,00,18,00
9.641333431,440,8,ff,f0,00,00,ff,28,0c,00
9.642353352,220,8,fd,03,ea,03,00,00,da,0f
9.643205211,316,8,45,13,5e,0c,13,11,00,00
9.644051082,43F,8,00,40,60,ff,84,28,0c,00
9.644898664,440,8,ff,00,00,00,ff,2c,0c,00
9.645744535,429,8,54,02,00,00,00,00,2d,03
9.6465934,329,8,40,ae,7f,90,09,20,00,14
9.647442265,43F,8,00,40,60,ff,84,24,0c,00
9.648295406,5A2,4,09,00,00,00,00,00,00,00
9.649205851,220,8,fc,03,f1,03,00,00,c7,0f
9.650139389,18F,8,fe,4d,13,00,00,4f,00,00
9.651347899,440,8,ff,a0,00,00,ff,18,0c,00
9.652215152,429,8,54,02,00,00,00,00,2d,03
9.653070431,4F0,8,80,00,00,00,00,c5,bc,14
9.653917586,220,8,fd,03,e7,03,00,00,c1,0f
9.65476474,4B1,8,b1,34,71,92,00,00,00,e8
9.655613605,545,8,dc,0d,00,87,17,00,15,00
9.656459904,220,8,fd,03,e9,03,00,00,da,0f
9.657305348,329,8,40,ae,80,90,09,20,00,14
9.658149081,440,8,ff,00,00,00,ff,28,0c,00
9.658996663,429,8,54,02,00,00,00,00,2d,03
9.659844672,4F0,8,80,00,00,00,00,c5,bc,14
9.660691399,220,8,fc,03,ef,03,00,00,c1,0f
9.661536843,59B,8,00,00,00,00,00,00,00,00
9.662381859,153,8,00,80,10,ff,00,ff,00,00
9.663254244,220,8,fc,03,ef,03,02,00,c1,0f
9.664175807,545,8,dc,0c,00,87,12,00,12,00
9.665081121,440,8,ff,a0,00,00,ff,2c,0c,00
9.6659364,429,8,54,02,00,00,00,00,2d,03
9.666792535,0A0,8,34,7b,5e,0c,00,ae,00,00
9.667985222,43F,8,00,40,60,ff,84,28,0c,00
9.668861028,1F1,8,00,00,00,00,00,00,00,00
9.669713742,153,8,00,80,10,ff,00,ff,00,00
9.670568594,0A0,8,34,7b,5e,0c,00,ad,00,00
9.671419597,440,8,ff,00,00,00,ff,28,0c,00
9.672267606,429,8,54,02,00,00,00,00,2d,03
9.673118182,4F0,8,80,00,00,00,00,c5,bc,14
9.673966191,18F,8,fe,4d,13,00,00,4f,00,00
9.674815911,440,8,ff,50,00,00,ff,2c,0c,00
9.675669908,1F1,8,00,00,00,00,00,00,00,00
9.676517917,316,8,45,13,5e,0c,13,11,00,00
9.677370203,260,8,0e,13,00,30,00,5c,00,00
9.678219496,440,8,ff,a0,00,00,ff,28,0c,00
9.679075631,429,8,54,02,00,00,00,00,2d,03
9.680567238,220,8,ff,03,e7,03,00,00,c1,0f
9.681478111,350,8,28,13,b3,89,98,00,00,99
9.682369739,440,8,ff,f0,00,00,ff,24,0c,00
9.683236993,1F1,8,00,00,00,00,00,00,00,00
9.68444422,316,8,45,13,60,0c,13,11,00,00
9.685488516,220,8,fc,03,f2,03,00,00,da,0f
9.68643531,440,8,ff,00,00,00,ff,2c,0c,00
9.687320952,429,8,54,02,00,00,00,00,2d,03
9.68820189,220,8,fc,03,f2,03,00,00,da,0f
9.689091381,43F,8,00,40,60,ff,84,2c,0c,00
9.689922285,440,8,ff,50,00,00,ff,30,0c,00
9.690769011,1F1,8,00,00,00,00,00,00,00,00
9.691611034,0A1,8,80,80,80,80,65,bb,0a,00
9.692452201,153,8,00,80,10,ff,00,ff,00,00
9.693346396,428,8,05,00,00,80,65,08,02,00
9.694181149,4F0,8,80,00,00,00,00,c5,bc,14
9.695030869,0A1,8,80,80,80,80,65,b0,0b,00
9.696016578,59B,8,00,00,00,00,00,00,00,c4
9.697095941,153,8,00,80,10,ff,00,ff,00,00
9.698647845,1F1,8,00,00,00,00,00,00,00,00
9.700084715,2A0,8,00,00,86,00,00,00,00,00
9.701793991,153,8,00,80,10,ff,00,ff,00,00
9.703039278,429,8,54,02,00,00,00,00,2d,03
9.704249926,690,8,00,00,01,00,00,00,00,00
9.705428501,220,8,fd,03,f4,03,00,00,e0,0f
9.706583983,545,8,dc,0c,00,88,14,00,17,00
9.707664629,153,8,00,80,10,ff,00,ff,00,00
9.708587048,1F1,8,00,00,00,00,00,00,00,00
9.709511177,545,8,dc,0c,00,87,16,00,17,00
9.71043659,440,8,ff,a0,00,00,ff,28,0c,00
9.711376969,429,8,54,02,00,00,00,00,2d,03
9.712311362,4F0,8,80,00,00,00,00,c5,bc,14
9.713240623,545,8,dc,0c,00,87,16,00,17,00
9.714169029,440,8,ff,f0,00,00,ff,2c,0c,00
